,timepoint,cloudcover,highcloud,midcloud,lowcloud,rh_profile,wind_profile,temp2m,lifted_index,rh2m,msl_pressure,prec_type,prec_amount,snow_depth,wind10m.direction,wind10m.speed,pais
10,33,1,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 14}, {'layer': '900mb', 'rh': 13}, {'layer': '850mb', 'rh': 8}, {'layer': '800mb', 'rh': 1}, {'layer': '750mb', 'rh': -1}, {'layer': '700mb', 'rh': -3}, {'layer': '650mb', 'rh': -3}, {'layer': '600mb', 'rh': -3}, {'layer': '550mb', 'rh': -4}, {'layer': '500mb', 'rh': -3}, {'layer': '450mb', 'rh': -2}, {'layer': '400mb', 'rh': -3}, {'layer': '350mb', 'rh': -3}, {'layer': '300mb', 'rh': -4}, {'layer': '250mb', 'rh': -2}, {'layer': '200mb', 'rh': 1}]","[{'layer': '950mb', 'direction': 110, 'speed': 3}, {'layer': '900mb', 'direction': 105, 'speed': 3}, {'layer': '850mb', 'direction': 90, 'speed': 3}, {'layer': '800mb', 'direction': 70, 'speed': 3}, {'layer': '750mb', 'direction': 45, 'speed': 2}, {'layer': '700mb', 'direction': 340, 'speed': 2}, {'layer': '650mb', 'direction': 345, 'speed': 2}, {'layer': '600mb', 'direction': 325, 'speed': 2}, {'layer': '550mb', 'direction': 250, 'speed': 2}, {'layer': '500mb', 'direction': 250, 'speed': 2}, {'layer': '450mb', 'direction': 270, 'speed': 3}, {'layer': '400mb', 'direction': 315, 'speed': 2}, {'layer': '350mb', 'direction': 335, 'speed': 3}, {'layer': '300mb', 'direction': 285, 'speed': 4}, {'layer': '250mb', 'direction': 285, 'speed': 4}, {'layer': '200mb', 'direction': 280, 'speed': 4}]",27,-1,11,1014,none,2,0,100,3,USA
11,36,1,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 14}, {'layer': '900mb', 'rh': 13}, {'layer': '850mb', 'rh': 12}, {'layer': '800mb', 'rh': 9}, {'layer': '750mb', 'rh': -1}, {'layer': '700mb', 'rh': -3}, {'layer': '650mb', 'rh': -3}, {'layer': '600mb', 'rh': -3}, {'layer': '550mb', 'rh': -4}, {'layer': '500mb', 'rh': -3}, {'layer': '450mb', 'rh': -3}, {'layer': '400mb', 'rh': -3}, {'layer': '350mb', 'rh': -3}, {'layer': '300mb', 'rh': -3}, {'layer': '250mb', 'rh': -2}, {'layer': '200mb', 'rh': 1}]","[{'layer': '950mb', 'direction': 115, 'speed': 3}, {'layer': '900mb', 'direction': 105, 'speed': 3}, {'layer': '850mb', 'direction': 75, 'speed': 3}, {'layer': '800mb', 'direction': 90, 'speed': 3}, {'layer': '750mb', 'direction': 115, 'speed': 2}, {'layer': '700mb', 'direction': 305, 'speed': 2}, {'layer': '650mb', 'direction': 335, 'speed': 2}, {'layer': '600mb', 'direction': 335, 'speed': 2}, {'layer': '550mb', 'direction': 280, 'speed': 2}, {'layer': '500mb', 'direction': 240, 'speed': 2}, {'layer': '450mb', 'direction': 260, 'speed': 3}, {'layer': '400mb', 'direction': 315, 'speed': 2}, {'layer': '350mb', 'direction': 310, 'speed': 3}, {'layer': '300mb', 'direction': 280, 'speed': 4}, {'layer': '250mb', 'direction': 280, 'speed': 4}, {'layer': '200mb', 'direction': 295, 'speed': 4}]",26,-1,11,1012,rain,2,0,105,3,USA
12,39,1,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 13}, {'layer': '900mb', 'rh': 10}, {'layer': '850mb', 'rh': 10}, {'layer': '800mb', 'rh': 4}, {'layer': '750mb', 'rh': -1}, {'layer': '700mb', 'rh': -2}, {'layer': '650mb', 'rh': -3}, {'layer': '600mb', 'rh': -3}, {'layer': '550mb', 'rh': -4}, {'layer': '500mb', 'rh': -3}, {'layer': '450mb', 'rh': -3}, {'layer': '400mb', 'rh': -3}, {'layer': '350mb', 'rh': -3}, {'layer': '300mb', 'rh': -3}, {'layer': '250mb', 'rh': -2}, {'layer': '200mb', 'rh': 1}]","[{'layer': '950mb', 'direction': 110, 'speed': 3}, {'layer': '900mb', 'direction': 100, 'speed': 3}, {'layer': '850mb', 'direction': 90, 'speed': 3}, {'layer': '800mb', 'direction': 110, 'speed': 2}, {'layer': '750mb', 'direction': 155, 'speed': 2}, {'layer': '700mb', 'direction': 270, 'speed': 2}, {'layer': '650mb', 'direction': 320, 'speed': 2}, {'layer': '600mb', 'direction': 340, 'speed': 2}, {'layer': '550mb', 'direction': 290, 'speed': 2}, {'layer': '500mb', 'direction': 235, 'speed': 2}, {'layer': '450mb', 'direction': 245, 'speed': 2}, {'layer': '400mb', 'direction': 320, 'speed': 2}, {'layer': '350mb', 'direction': 300, 'speed': 3}, {'layer': '300mb', 'direction': 280, 'speed': 4}, {'layer': '250mb', 'direction': 290, 'speed': 4}, {'layer': '200mb', 'direction': 300, 'speed': 4}]",26,2,10,1013,rain,2,0,110,3,USA
13,42,1,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 14}, {'layer': '900mb', 'rh': 10}, {'layer': '850mb', 'rh': 6}, {'layer': '800mb', 'rh': 2}, {'layer': '750mb', 'rh': -1}, {'layer': '700mb', 'rh': -2}, {'layer': '650mb', 'rh': -3}, {'layer': '600mb', 'rh': -3}, {'layer': '550mb', 'rh': -4}, {'layer': '500mb', 'rh': -3}, {'layer': '450mb', 'rh': -3}, {'layer': '400mb', 'rh': -3}, {'layer': '350mb', 'rh': -4}, {'layer': '300mb', 'rh': -3}, {'layer': '250mb', 'rh': -1}, {'layer': '200mb', 'rh': 2}]","[{'layer': '950mb', 'direction': 115, 'speed': 3}, {'layer': '900mb', 'direction': 100, 'speed': 3}, {'layer': '850mb', 'direction': 95, 'speed': 3}, {'layer': '800mb', 'direction': 100, 'speed': 3}, {'layer': '750mb', 'direction': 150, 'speed': 2}, {'layer': '700mb', 'direction': 265, 'speed': 2}, {'layer': '650mb', 'direction': 310, 'speed': 2}, {'layer': '600mb', 'direction': 350, 'speed': 2}, {'layer': '550mb', 'direction': 330, 'speed': 2}, {'layer': '500mb', 'direction': 230, 'speed': 2}, {'layer': '450mb', 'direction': 205, 'speed': 2}, {'layer': '400mb', 'direction': 305, 'speed': 3}, {'layer': '350mb', 'direction': 290, 'speed': 3}, {'layer': '300mb', 'direction': 275, 'speed': 4}, {'layer': '250mb', 'direction': 280, 'speed': 4}, {'layer': '200mb', 'direction': 300, 'speed': 4}]",27,2,11,1016,rain,2,0,110,3,USA
14,45,1,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 14}, {'layer': '900mb', 'rh': 13}, {'layer': '850mb', 'rh': 10}, {'layer': '800mb', 'rh': 2}, {'layer': '750mb', 'rh': -1}, {'layer': '700mb', 'rh': -2}, {'layer': '650mb', 'rh': -4}, {'layer': '600mb', 'rh': -3}, {'layer': '550mb', 'rh': -4}, {'layer': '500mb', 'rh': -3}, {'layer': '450mb', 'rh': -3}, {'layer': '400mb', 'rh': -3}, {'layer': '350mb', 'rh': -3}, {'layer': '300mb', 'rh': -3}, {'layer': '250mb', 'rh': -1}, {'layer': '200mb', 'rh': 1}]","[{'layer': '950mb', 'direction': 110, 'speed': 3}, {'layer': '900mb', 'direction': 105, 'speed': 3}, {'layer': '850mb', 'direction': 95, 'speed': 3}, {'layer': '800mb', 'direction': 100, 'speed': 2}, {'layer': '750mb', 'direction': 180, 'speed': 2}, {'layer': '700mb', 'direction': 270, 'speed': 2}, {'layer': '650mb', 'direction': 320, 'speed': 2}, {'layer': '600mb', 'direction': 345, 'speed': 2}, {'layer': '550mb', 'direction': 310, 'speed': 2}, {'layer': '500mb', 'direction': 235, 'speed': 2}, {'layer': '450mb', 'direction': 215, 'speed': 3}, {'layer': '400mb', 'direction': 295, 'speed': 3}, {'layer': '350mb', 'direction': 280, 'speed': 4}, {'layer': '300mb', 'direction': 280, 'speed': 4}, {'layer': '250mb', 'direction': 290, 'speed': 4}, {'layer': '200mb', 'direction': 300, 'speed': 4}]",27,-1,11,1014,none,2,0,110,3,USA
15,48,1,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 14}, {'layer': '900mb', 'rh': 13}, {'layer': '850mb', 'rh': 11}, {'layer': '800mb', 'rh': 2}, {'layer': '750mb', 'rh': -2}, {'layer': '700mb', 'rh': -3}, {'layer': '650mb', 'rh': -4}, {'layer': '600mb', 'rh': -4}, {'layer': '550mb', 'rh': -3}, {'layer': '500mb', 'rh': -4}, {'layer': '450mb', 'rh': -4}, {'layer': '400mb', 'rh': -4}, {'layer': '350mb', 'rh': -3}, {'layer': '300mb', 'rh': -3}, {'layer': '250mb', 'rh': -1}, {'layer': '200mb', 'rh': 0}]","[{'layer': '950mb', 'direction': 105, 'speed': 3}, {'layer': '900mb', 'direction': 105, 'speed': 3}, {'layer': '850mb', 'direction': 105, 'speed': 3}, {'layer': '800mb', 'direction': 105, 'speed': 2}, {'layer': '750mb', 'direction': 200, 'speed': 2}, {'layer': '700mb', 'direction': 260, 'speed': 2}, {'layer': '650mb', 'direction': 320, 'speed': 2}, {'layer': '600mb', 'direction': 330, 'speed': 2}, {'layer': '550mb', 'direction': 295, 'speed': 2}, {'layer': '500mb', 'direction': 245, 'speed': 2}, {'layer': '450mb', 'direction': 210, 'speed': 3}, {'layer': '400mb', 'direction': 290, 'speed': 3}, {'layer': '350mb', 'direction': 285, 'speed': 4}, {'layer': '300mb', 'direction': 285, 'speed': 5}, {'layer': '250mb', 'direction': 280, 'speed': 4}, {'layer': '200mb', 'direction': 295, 'speed': 4}]",27,-1,11,1012,none,2,0,115,3,USA
16,51,1,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 13}, {'layer': '900mb', 'rh': 9}, {'layer': '850mb', 'rh': 9}, {'layer': '800mb', 'rh': 1}, {'layer': '750mb', 'rh': -2}, {'layer': '700mb', 'rh': -3}, {'layer': '650mb', 'rh': -4}, {'layer': '600mb', 'rh': -4}, {'layer': '550mb', 'rh': -3}, {'layer': '500mb', 'rh': -4}, {'layer': '450mb', 'rh': -3}, {'layer': '400mb', 'rh': -4}, {'layer': '350mb', 'rh': -3}, {'layer': '300mb', 'rh': -3}, {'layer': '250mb', 'rh': -1}, {'layer': '200mb', 'rh': 0}]","[{'layer': '950mb', 'direction': 100, 'speed': 3}, {'layer': '900mb', 'direction': 100, 'speed': 3}, {'layer': '850mb', 'direction': 100, 'speed': 3}, {'layer': '800mb', 'direction': 110, 'speed': 2}, {'layer': '750mb', 'direction': 215, 'speed': 2}, {'layer': '700mb', 'direction': 255, 'speed': 2}, {'layer': '650mb', 'direction': 305, 'speed': 2}, {'layer': '600mb', 'direction': 310, 'speed': 2}, {'layer': '550mb', 'direction': 295, 'speed': 2}, {'layer': '500mb', 'direction': 235, 'speed': 2}, {'layer': '450mb', 'direction': 190, 'speed': 3}, {'layer': '400mb', 'direction': 285, 'speed': 3}, {'layer': '350mb', 'direction': 295, 'speed': 4}, {'layer': '300mb', 'direction': 275, 'speed': 4}, {'layer': '250mb', 'direction': 280, 'speed': 4}, {'layer': '200mb', 'direction': 305, 'speed': 5}]",27,2,10,1012,rain,2,0,105,3,USA
17,54,1,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 13}, {'layer': '900mb', 'rh': 7}, {'layer': '850mb', 'rh': 7}, {'layer': '800mb', 'rh': -1}, {'layer': '750mb', 'rh': -3}, {'layer': '700mb', 'rh': -3}, {'layer': '650mb', 'rh': -4}, {'layer': '600mb', 'rh': -4}, {'layer': '550mb', 'rh': -3}, {'layer': '500mb', 'rh': -4}, {'layer': '450mb', 'rh': -3}, {'layer': '400mb', 'rh': -4}, {'layer': '350mb', 'rh': -3}, {'layer': '300mb', 'rh': -3}, {'layer': '250mb', 'rh': -2}, {'layer': '200mb', 'rh': 0}]","[{'layer': '950mb', 'direction': 100, 'speed': 3}, {'layer': '900mb', 'direction': 95, 'speed': 3}, {'layer': '850mb', 'direction': 105, 'speed': 3}, {'layer': '800mb', 'direction': 130, 'speed': 2}, {'layer': '750mb', 'direction': 225, 'speed': 2}, {'layer': '700mb', 'direction': 260, 'speed': 2}, {'layer': '650mb', 'direction': 315, 'speed': 2}, {'layer': '600mb', 'direction': 330, 'speed': 2}, {'layer': '550mb', 'direction': 265, 'speed': 2}, {'layer': '500mb', 'direction': 215, 'speed': 2}, {'layer': '450mb', 'direction': 210, 'speed': 2}, {'layer': '400mb', 'direction': 290, 'speed': 3}, {'layer': '350mb', 'direction': 300, 'speed': 4}, {'layer': '300mb', 'direction': 280, 'speed': 4}, {'layer': '250mb', 'direction': 270, 'speed': 4}, {'layer': '200mb', 'direction': 295, 'speed': 4}]",27,2,10,1014,rain,2,0,95,3,USA
18,57,1,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 14}, {'layer': '900mb', 'rh': 10}, {'layer': '850mb', 'rh': 4}, {'layer': '800mb', 'rh': -1}, {'layer': '750mb', 'rh': -3}, {'layer': '700mb', 'rh': -3}, {'layer': '650mb', 'rh': -4}, {'layer': '600mb', 'rh': -4}, {'layer': '550mb', 'rh': -3}, {'layer': '500mb', 'rh': -4}, {'layer': '450mb', 'rh': -3}, {'layer': '400mb', 'rh': -3}, {'layer': '350mb', 'rh': -3}, {'layer': '300mb', 'rh': -3}, {'layer': '250mb', 'rh': -2}, {'layer': '200mb', 'rh': 1}]","[{'layer': '950mb', 'direction': 95, 'speed': 3}, {'layer': '900mb', 'direction': 100, 'speed': 3}, {'layer': '850mb', 'direction': 95, 'speed': 3}, {'layer': '800mb', 'direction': 110, 'speed': 2}, {'layer': '750mb', 'direction': 215, 'speed': 2}, {'layer': '700mb', 'direction': 260, 'speed': 2}, {'layer': '650mb', 'direction': 320, 'speed': 2}, {'layer': '600mb', 'direction': 260, 'speed': 2}, {'layer': '550mb', 'direction': 235, 'speed': 2}, {'layer': '500mb', 'direction': 215, 'speed': 2}, {'layer': '450mb', 'direction': 235, 'speed': 3}, {'layer': '400mb', 'direction': 295, 'speed': 4}, {'layer': '350mb', 'direction': 290, 'speed': 4}, {'layer': '300mb', 'direction': 285, 'speed': 4}, {'layer': '250mb', 'direction': 265, 'speed': 4}, {'layer': '200mb', 'direction': 305, 'speed': 3}]",27,2,11,1014,none,2,0,95,3,USA
19,60,1,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 14}, {'layer': '900mb', 'rh': 9}, {'layer': '850mb', 'rh': 3}, {'layer': '800mb', 'rh': -1}, {'layer': '750mb', 'rh': -3}, {'layer': '700mb', 'rh': -3}, {'layer': '650mb', 'rh': -4}, {'layer': '600mb', 'rh': -4}, {'layer': '550mb', 'rh': -3}, {'layer': '500mb', 'rh': -4}, {'layer': '450mb', 'rh': -3}, {'layer': '400mb', 'rh': -3}, {'layer': '350mb', 'rh': -3}, {'layer': '300mb', 'rh': -3}, {'layer': '250mb', 'rh': -2}, {'layer': '200mb', 'rh': 1}]","[{'layer': '950mb', 'direction': 95, 'speed': 3}, {'layer': '900mb', 'direction': 100, 'speed': 3}, {'layer': '850mb', 'direction': 95, 'speed': 3}, {'layer': '800mb', 'direction': 120, 'speed': 2}, {'layer': '750mb', 'direction': 225, 'speed': 2}, {'layer': '700mb', 'direction': 260, 'speed': 2}, {'layer': '650mb', 'direction': 290, 'speed': 2}, {'layer': '600mb', 'direction': 245, 'speed': 2}, {'layer': '550mb', 'direction': 235, 'speed': 2}, {'layer': '500mb', 'direction': 215, 'speed': 3}, {'layer': '450mb', 'direction': 250, 'speed': 3}, {'layer': '400mb', 'direction': 295, 'speed': 4}, {'layer': '350mb', 'direction': 280, 'speed': 4}, {'layer': '300mb', 'direction': 285, 'speed': 4}, {'layer': '250mb', 'direction': 265, 'speed': 4}, {'layer': '200mb', 'direction': 305, 'speed': 3}]",26,2,11,1012,rain,2,0,105,3,USA
20,63,1,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 14}, {'layer': '900mb', 'rh': 9}, {'layer': '850mb', 'rh': 3}, {'layer': '800mb', 'rh': -1}, {'layer': '750mb', 'rh': -3}, {'layer': '700mb', 'rh': -3}, {'layer': '650mb', 'rh': -3}, {'layer': '600mb', 'rh': -3}, {'layer': '550mb', 'rh': -3}, {'layer': '500mb', 'rh': -4}, {'layer': '450mb', 'rh': -3}, {'layer': '400mb', 'rh': -3}, {'layer': '350mb', 'rh': -3}, {'layer': '300mb', 'rh': -3}, {'layer': '250mb', 'rh': -1}, {'layer': '200mb', 'rh': 2}]","[{'layer': '950mb', 'direction': 105, 'speed': 3}, {'layer': '900mb', 'direction': 110, 'speed': 3}, {'layer': '850mb', 'direction': 105, 'speed': 3}, {'layer': '800mb', 'direction': 100, 'speed': 2}, {'layer': '750mb', 'direction': 205, 'speed': 2}, {'layer': '700mb', 'direction': 270, 'speed': 2}, {'layer': '650mb', 'direction': 295, 'speed': 2}, {'layer': '600mb', 'direction': 240, 'speed': 2}, {'layer': '550mb', 'direction': 225, 'speed': 2}, {'layer': '500mb', 'direction': 200, 'speed': 3}, {'layer': '450mb', 'direction': 260, 'speed': 3}, {'layer': '400mb', 'direction': 290, 'speed': 4}, {'layer': '350mb', 'direction': 290, 'speed': 4}, {'layer': '300mb', 'direction': 280, 'speed': 4}, {'layer': '250mb', 'direction': 260, 'speed': 4}, {'layer': '200mb', 'direction': 310, 'speed': 3}]",26,2,11,1012,rain,2,0,90,3,USA
21,66,2,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 13}, {'layer': '900mb', 'rh': 6}, {'layer': '850mb', 'rh': 1}, {'layer': '800mb', 'rh': -2}, {'layer': '750mb', 'rh': -3}, {'layer': '700mb', 'rh': -3}, {'layer': '650mb', 'rh': -3}, {'layer': '600mb', 'rh': -3}, {'layer': '550mb', 'rh': -4}, {'layer': '500mb', 'rh': -4}, {'layer': '450mb', 'rh': -3}, {'layer': '400mb', 'rh': -3}, {'layer': '350mb', 'rh': -3}, {'layer': '300mb', 'rh': -3}, {'layer': '250mb', 'rh': -1}, {'layer': '200mb', 'rh': 3}]","[{'layer': '950mb', 'direction': 95, 'speed': 3}, {'layer': '900mb', 'direction': 105, 'speed': 3}, {'layer': '850mb', 'direction': 100, 'speed': 3}, {'layer': '800mb', 'direction': 100, 'speed': 2}, {'layer': '750mb', 'direction': 240, 'speed': 2}, {'layer': '700mb', 'direction': 285, 'speed': 2}, {'layer': '650mb', 'direction': 285, 'speed': 2}, {'layer': '600mb', 'direction': 245, 'speed': 2}, {'layer': '550mb', 'direction': 220, 'speed': 2}, {'layer': '500mb', 'direction': 195, 'speed': 3}, {'layer': '450mb', 'direction': 260, 'speed': 3}, {'layer': '400mb', 'direction': 270, 'speed': 4}, {'layer': '350mb', 'direction': 285, 'speed': 3}, {'layer': '300mb', 'direction': 265, 'speed': 4}, {'layer': '250mb', 'direction': 245, 'speed': 4}, {'layer': '200mb', 'direction': 315, 'speed': 3}]",26,2,10,1014,rain,2,0,90,3,USA
22,69,1,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 13}, {'layer': '900mb', 'rh': 6}, {'layer': '850mb', 'rh': 1}, {'layer': '800mb', 'rh': -2}, {'layer': '750mb', 'rh': -3}, {'layer': '700mb', 'rh': -3}, {'layer': '650mb', 'rh': -3}, {'layer': '600mb', 'rh': -3}, {'layer': '550mb', 'rh': -4}, {'layer': '500mb', 'rh': -4}, {'layer': '450mb', 'rh': -4}, {'layer': '400mb', 'rh': -3}, {'layer': '350mb', 'rh': -3}, {'layer': '300mb', 'rh': -2}, {'layer': '250mb', 'rh': -2}, {'layer': '200mb', 'rh': 3}]","[{'layer': '950mb', 'direction': 105, 'speed': 3}, {'layer': '900mb', 'direction': 105, 'speed': 3}, {'layer': '850mb', 'direction': 100, 'speed': 2}, {'layer': '800mb', 'direction': 100, 'speed': 2}, {'layer': '750mb', 'direction': 255, 'speed': 2}, {'layer': '700mb', 'direction': 285, 'speed': 2}, {'layer': '650mb', 'direction': 290, 'speed': 2}, {'layer': '600mb', 'direction': 255, 'speed': 2}, {'layer': '550mb', 'direction': 215, 'speed': 2}, {'layer': '500mb', 'direction': 195, 'speed': 3}, {'layer': '450mb', 'direction': 260, 'speed': 3}, {'layer': '400mb', 'direction': 260, 'speed': 4}, {'layer': '350mb', 'direction': 275, 'speed': 4}, {'layer': '300mb', 'direction': 260, 'speed': 4}, {'layer': '250mb', 'direction': 255, 'speed': 4}, {'layer': '200mb', 'direction': 315, 'speed': 3}]",27,2,10,1013,rain,2,0,100,3,USA
23,72,1,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 12}, {'layer': '900mb', 'rh': 6}, {'layer': '850mb', 'rh': 1}, {'layer': '800mb', 'rh': -2}, {'layer': '750mb', 'rh': -3}, {'layer': '700mb', 'rh': -3}, {'layer': '650mb', 'rh': -3}, {'layer': '600mb', 'rh': -3}, {'layer': '550mb', 'rh': -4}, {'layer': '500mb', 'rh': -3}, {'layer': '450mb', 'rh': -4}, {'layer': '400mb', 'rh': -3}, {'layer': '350mb', 'rh': -3}, {'layer': '300mb', 'rh': -2}, {'layer': '250mb', 'rh': -1}, {'layer': '200mb', 'rh': 3}]","[{'layer': '950mb', 'direction': 100, 'speed': 3}, {'layer': '900mb', 'direction': 100, 'speed': 3}, {'layer': '850mb', 'direction': 85, 'speed': 2}, {'layer': '800mb', 'direction': 90, 'speed': 2}, {'layer': '750mb', 'direction': 270, 'speed': 2}, {'layer': '700mb', 'direction': 285, 'speed': 2}, {'layer': '650mb', 'direction': 275, 'speed': 2}, {'layer': '600mb', 'direction': 260, 'speed': 2}, {'layer': '550mb', 'direction': 225, 'speed': 2}, {'layer': '500mb', 'direction': 200, 'speed': 3}, {'layer': '450mb', 'direction': 260, 'speed': 3}, {'layer': '400mb', 'direction': 255, 'speed': 4}, {'layer': '350mb', 'direction': 260, 'speed': 5}, {'layer': '300mb', 'direction': 265, 'speed': 5}, {'layer': '250mb', 'direction': 255, 'speed': 4}, {'layer': '200mb', 'direction': 320, 'speed': 3}]",27,2,10,1010,rain,2,0,90,3,USA
24,75,3,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 12}, {'layer': '900mb', 'rh': 4}, {'layer': '850mb', 'rh': -1}, {'layer': '800mb', 'rh': -2}, {'layer': '750mb', 'rh': -3}, {'layer': '700mb', 'rh': -3}, {'layer': '650mb', 'rh': -3}, {'layer': '600mb', 'rh': -3}, {'layer': '550mb', 'rh': -4}, {'layer': '500mb', 'rh': -3}, {'layer': '450mb', 'rh': -4}, {'layer': '400mb', 'rh': -3}, {'layer': '350mb', 'rh': -3}, {'layer': '300mb', 'rh': -1}, {'layer': '250mb', 'rh': -1}, {'layer': '200mb', 'rh': 2}]","[{'layer': '950mb', 'direction': 95, 'speed': 3}, {'layer': '900mb', 'direction': 95, 'speed': 3}, {'layer': '850mb', 'direction': 95, 'speed': 2}, {'layer': '800mb', 'direction': 160, 'speed': 2}, {'layer': '750mb', 'direction': 250, 'speed': 2}, {'layer': '700mb', 'direction': 280, 'speed': 2}, {'layer': '650mb', 'direction': 275, 'speed': 2}, {'layer': '600mb', 'direction': 275, 'speed': 2}, {'layer': '550mb', 'direction': 240, 'speed': 2}, {'layer': '500mb', 'direction': 240, 'speed': 3}, {'layer': '450mb', 'direction': 250, 'speed': 3}, {'layer': '400mb', 'direction': 250, 'speed': 4}, {'layer': '350mb', 'direction': 240, 'speed': 5}, {'layer': '300mb', 'direction': 275, 'speed': 4}, {'layer': '250mb', 'direction': 250, 'speed': 5}, {'layer': '200mb', 'direction': 330, 'speed': 2}]",27,2,10,1011,none,2,0,100,3,USA
25,78,2,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 13}, {'layer': '900mb', 'rh': 7}, {'layer': '850mb', 'rh': 0}, {'layer': '800mb', 'rh': -2}, {'layer': '750mb', 'rh': -3}, {'layer': '700mb', 'rh': -3}, {'layer': '650mb', 'rh': -3}, {'layer': '600mb', 'rh': -3}, {'layer': '550mb', 'rh': -4}, {'layer': '500mb', 'rh': -3}, {'layer': '450mb', 'rh': -3}, {'layer': '400mb', 'rh': -3}, {'layer': '350mb', 'rh': -3}, {'layer': '300mb', 'rh': 0}, {'layer': '250mb', 'rh': -2}, {'layer': '200mb', 'rh': 1}]","[{'layer': '950mb', 'direction': 105, 'speed': 3}, {'layer': '900mb', 'direction': 100, 'speed': 3}, {'layer': '850mb', 'direction': 80, 'speed': 2}, {'layer': '800mb', 'direction': 70, 'speed': 2}, {'layer': '750mb', 'direction': 300, 'speed': 2}, {'layer': '700mb', 'direction': 295, 'speed': 2}, {'layer': '650mb', 'direction': 275, 'speed': 2}, {'layer': '600mb', 'direction': 270, 'speed': 2}, {'layer': '550mb', 'direction': 245, 'speed': 2}, {'layer': '500mb', 'direction': 245, 'speed': 3}, {'layer': '450mb', 'direction': 245, 'speed': 3}, {'layer': '400mb', 'direction': 245, 'speed': 4}, {'layer': '350mb', 'direction': 235, 'speed': 5}, {'layer': '300mb', 'direction': 280, 'speed': 4}, {'layer': '250mb', 'direction': 240, 'speed': 4}, {'layer': '200mb', 'direction': 270, 'speed': 3}]",26,2,10,1012,none,2,0,105,3,USA
26,81,1,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 13}, {'layer': '900mb', 'rh': 8}, {'layer': '850mb', 'rh': 0}, {'layer': '800mb', 'rh': -2}, {'layer': '750mb', 'rh': -3}, {'layer': '700mb', 'rh': -3}, {'layer': '650mb', 'rh': -3}, {'layer': '600mb', 'rh': -3}, {'layer': '550mb', 'rh': -4}, {'layer': '500mb', 'rh': -3}, {'layer': '450mb', 'rh': -3}, {'layer': '400mb', 'rh': -3}, {'layer': '350mb', 'rh': -3}, {'layer': '300mb', 'rh': 1}, {'layer': '250mb', 'rh': -1}, {'layer': '200mb', 'rh': 2}]","[{'layer': '950mb', 'direction': 105, 'speed': 3}, {'layer': '900mb', 'direction': 90, 'speed': 3}, {'layer': '850mb', 'direction': 65, 'speed': 2}, {'layer': '800mb', 'direction': 35, 'speed': 2}, {'layer': '750mb', 'direction': 300, 'speed': 2}, {'layer': '700mb', 'direction': 285, 'speed': 2}, {'layer': '650mb', 'direction': 270, 'speed': 3}, {'layer': '600mb', 'direction': 275, 'speed': 3}, {'layer': '550mb', 'direction': 260, 'speed': 2}, {'layer': '500mb', 'direction': 250, 'speed': 2}, {'layer': '450mb', 'direction': 235, 'speed': 3}, {'layer': '400mb', 'direction': 240, 'speed': 4}, {'layer': '350mb', 'direction': 240, 'speed': 5}, {'layer': '300mb', 'direction': 285, 'speed': 5}, {'layer': '250mb', 'direction': 245, 'speed': 5}, {'layer': '200mb', 'direction': 295, 'speed': 2}]",26,2,10,1012,none,2,0,95,3,USA
